Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
GREEN VALLEY PARK,7106.0,20700.0,20700.0,20700.0,20700.0,20700.0,20700.0,20700.0,20700.0,20700.00000000024,20700.00000000036,20699.99999999987,20699.99999999898,20699.999999998796
GREEN VENTURES,88500.0,88500.0,88500.0,105500.0,151799.0,96060.0,247342.0,27400.0,920286.0,920286.0,920286.0,96060.00000000055,151798.9999999996,151798.99999999913
GREEN WOOD,42085.0,136964.0,53660.0,53660.0,53660.0,53660.0,53660.0,53660.0,53660.0,53660.0000000003,53660.000000000415,53659.99999999996,53659.99999999905,53659.999999998836
GREEN WOOD IMPORTS,1139669.0,2318819.0,1179552.0,902108.0,27700.0,254529.0,254529.0,254529.0,254529.0,254529.0000000004,254529.0,254528.99999999904,27700.0000000002,27699.999999998785
GREEN WOOD VENEERS,731732.0,261176.0,130693.0,257479.83,384266.67,511053.5,637840.33,764627.17,891414.0,891413.9999999994,891413.9999999992,511053.50000000006,384266.6699999995,384266.6699999993
GREEN WOOD VENEERS P. LTD.,144840.0,144840.0,144840.0,144840.0,123110.0,147611.0,28000.0,362630.0,362630.0,362629.9999999999,362630.0,147610.9999999996,123109.99999999926,123109.9999999989
GREENCARE SOLUTIONS,9960.0,9960.0,9960.0,9960.0,9960.0,27320.0,9020.0,70180.0,70180.0,70180.00000000015,70180.00000000025,27319.9999999998,9959.999999999009,9959.999999998781
GREENDUST BIOPROCESS ENGINEER,134350.0,134350.0,134350.0,134350.0,134350.0,134350.0,134350.0,134350.0,134350.0,134350.0000000002,134350.0000000003,134349.9999999999,134349.9999999991,134349.99999999892
GREENLAND PLYWOODS,42124.0,42124.0,42124.0,42124.0,42124.0,42124.0,42124.0,42124.0,42124.0,42124.00000000023,42124.000000000335,42123.99999999988,42123.999999999,42123.99999999882
GREENLAND RUBBERS,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.00000000023,23810.000000000346,23809.99999999988,23809.99999999898,23809.999999998803
GREENLAND WOOD INDUSTRIES,39700.0,12325.0,12325.0,12325.0,12325.0,12325.0,12325.0,12325.0,12325.0,12325.000000000216,12325.000000000322,12324.9999999999,12324.999999998963,12324.999999998803
GREENLINE APPLIANCES P. LTD.,154173.0,51953.0,68612.5,85272.0,158207.0,82283.0,224418.0,234697.0,343551.0,343551.0000000001,343551.00000000006,82283.00000000017,158206.99999999913,158206.999999999
GREENLINE IMPORTS AND EXPORTS,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.000000000232,4930.000000000347,4929.999999999884,4929.999999998959,4929.999999998783
GREENOVATE EXIM,27168.0,27168.0,27168.0,27168.0,27168.0,27168.0,27168.0,27168.0,27168.0,27168.00000000023,27168.00000000034,27167.99999999988,27167.999999998985,27167.999999998807
GREENPLY INDUSTRIES LTD.,56290.0,56290.0,56290.0,56290.0,56290.0,56290.0,56290.0,56290.0,56290.0,56290.00000000022,56290.00000000033,56289.99999999988,56289.99999999901,56289.999999998836
GREENS DEVELOPERS,814900.0,814900.0,814900.0,814900.0,814900.0,814900.0,814900.0,814900.0,814900.0,814900.0000000001,814900.0,814899.9999999999,814899.9999999999,814899.9999999998
GREENSHIP EXPORTS,20629.0,20629.0,20629.0,20629.0,20629.0,20629.0,20629.0,20629.0,20629.0,20629.00000000023,20629.000000000346,20628.99999999988,20628.999999998978,20628.9999999988
"GREENSUM INDIA P. LTD,",216130.0,216130.0,216130.0,216130.0,216130.0,541077.0,602085.0,486540.0,412425.0,412424.9999999999,412424.99999999977,541076.9999999988,216129.99999999945,216129.9999999989
GREENTEK,12872.0,12872.0,12872.0,12872.0,12872.0,12872.0,12872.0,12872.0,12872.0,12872.000000000233,12872.000000000346,12871.999999999884,12871.999999998969,12871.999999998792
GREENWAY SOLUTIONS,29487.0,29487.0,29487.0,29487.0,29487.0,29487.0,29487.0,29487.0,29487.0,29487.000000000226,29487.00000000034,29486.99999999988,29486.99999999898,29486.999999998807
GREETERS INTERNATIONAL TRADING,5060.0,5060.0,5060.0,5060.0,5060.0,5060.0,5060.0,5060.0,5060.0,5060.000000000232,5060.000000000347,5059.999999999883,5059.999999998958,5059.999999998783
GRETA CERATECH P. LTD.,18040.0,18040.0,18040.0,18040.0,18040.0,18040.0,18040.0,18040.0,18040.0,18040.00000000023,18040.000000000346,18039.99999999988,18039.99999999897,18039.999999998796
GRIFFITH FOODS P. LTD.,49030.0,49030.0,49030.0,10571.0,142605.0,13883.0,3566.0,3566.0,3566.0,3566.0000000005343,3566.0000000007526,13883.000000000417,142604.99999999892,142604.999999999
GRINDING AND DISPERSION TECHNOLOGIES,27054.0,27054.0,27054.0,27054.0,27054.0,27054.0,27054.0,27054.0,27054.0,27054.00000000023,27054.00000000034,27053.99999999988,27053.999999998985,27053.999999998807
GRIPPO ELASTOMERS,5470.0,5470.0,5470.0,5470.0,5470.0,5470.0,5470.0,5470.0,5470.0,5470.000000000232,5470.000000000347,5469.999999999883,5469.999999998958,5469.999999998783
GRIPPO POLYMERS,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0000000002324,3300.000000000348,3299.999999999883,3299.999999998956,3299.9999999987813
GS TIMBERS,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0000000002,139900.0000000003,139899.99999999985,139899.99999999913,139899.99999999895
GSS TRADING AND INVESTMENT,19070.0,19070.0,19070.0,19070.0,19070.0,19070.0,19070.0,19070.0,19070.0,19070.00000000023,19070.000000000346,19069.99999999988,19069.99999999897,19069.999999998792
GT MERCON,55000.0,55000.0,55000.0,55000.0,58602.0,62204.0,29165.0,29165.0,29165.0,29165.000000000244,29165.00000000038,62203.9999999999,58601.999999999,58601.99999999884
GTN TEXTILES LTD.,2565427.0,2195806.0,2906648.0,2644319.0,2603746.0,626507.0,98991.0,98991.0,98991.0,98991.00000000272,98991.00000000394,626507.0000000052,2603746.0,2603746.000000003
GTR POLYCHEM P. LTD.,111250.0,111250.0,111250.0,111250.0,111250.0,111250.0,111250.0,111250.0,111250.0,111250.0000000002,111250.0000000003,111249.99999999988,111249.99999999908,111249.9999999989
GUD WUD,122210.0,122210.0,1752260.0,2429750.0,676955.0,77750.0,77750.0,77750.0,77750.0,77749.9999999985,77749.99999999869,77749.9999999976,676954.9999999994,676954.9999999983
GUESS,67235.0,67235.0,37922.5,8610.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.00000000027,11609.000000000366,11608.999999999907,11608.99999999898,11608.99999999882
GUESS 9 SPORTS FLOOR,7565.0,7565.0,7565.0,7565.0,7565.0,28118.5,48672.0,8930.0,8930.0,8930.00000000023,8930.000000000327,28118.49999999984,7564.9999999989695,7564.9999999987795
GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,61926.0,123852.0,82568.0,82568.0,82568.0,82568.0,82568.0,82568.0,82568.0,82568.00000000026,82568.00000000036,82567.99999999988,82567.99999999907,82567.99999999886
GUJARAT WOODLAM PRODUCTS PVT LTD,101735.0,101735.0,101735.0,101735.0,101735.0,101735.0,101735.0,101735.0,21457.0,21457.00000000024,21457.00000000036,101734.99999999984,101734.999999999,101734.99999999886
GULF ELECTRONICS,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.000000000233,12542.000000000346,12541.999999999884,12541.999999998969,12541.999999998792
GULF FIRST PETROPRODUCTS INDIA (P) LTD.,1383860.0,797090.0,349550.0,317555.0,285560.0,744122.0,587120.0,359310.0,155540.0,155539.99999999974,155539.99999999956,744121.9999999997,285559.9999999994,285559.9999999993
GULF GLOBAL WAY PRIVATE LIMITED,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.000000000233,9470.000000000347,9469.999999999882,9469.999999998963,9469.999999998787
GULLIVER PRODUCTIONS EXPORTERS & IMPORTERS,9857.0,9857.0,9857.0,9857.0,9857.0,9857.0,9857.0,9857.0,9857.0,9857.000000000233,9857.000000000346,9856.999999999884,9856.999999998963,9856.999999998789
GULSHAN POLYOLS LIMITED,27610.0,27610.0,27610.0,27610.0,27610.0,27610.0,27610.0,27610.0,27610.0,27610.000000000226,27610.00000000034,27609.99999999988,27609.99999999898,27609.999999998807
GUPSINDIA,80890.0,80890.0,80890.0,80890.0,80890.0,80890.0,80890.0,80890.0,80890.0,80890.00000000022,80890.00000000032,80889.99999999987,80889.99999999904,80889.99999999886
GUPTA COAL INDIA P. LTD.,44250000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,43999999.99999999,43999999.99999999,43999999.99999999,44000000.00000005,44000000.000000045
GUPTA TRADING CO.,429150.0,429150.0,429150.0,429150.0,487130.0,77640.0,77640.0,77640.0,77640.0,77640.00000000074,77640.00000000105,77640.00000000124,487129.9999999991,487129.9999999995
GURU DARSAN CHARITABLE TRUST,23280.0,23280.0,23280.0,23280.0,23280.0,23280.0,23280.0,23280.0,23280.0,23280.00000000023,23280.000000000346,23279.99999999988,23279.99999999898,23279.999999998807
GURUBABA IMPORTERS&EXPORTERS,36720.0,36720.0,36720.0,36720.0,36720.0,36720.0,36720.0,36720.0,36720.0,36720.00000000023,36720.00000000034,36719.99999999988,36719.999999999,36719.99999999882
GURUCHARAN INDUSTRIES,2490.0,2490.0,3682.0,3682.0,3682.0,3682.0,3682.0,3682.0,3682.0,3682.000000000232,3682.000000000348,3681.999999999881,3681.999999998956,3681.9999999987813
GURUDEO EXPORTS CORPORATION P. LTD.,4036220.0,4036220.0,4036220.0,4036220.0,4036220.0,4036220.0,4036220.0,4036220.0,4036220.0,4036219.999999999,4036219.999999998,4036220.0,4036220.0000000033,4036220.000000003
GVG EXIM,165600.0,165600.0,165600.0,1433800.0,950800.0,990840.0,220800.0,220800.0,220800.0,220799.9999999989,220800.0,990840.0000000008,950799.9999999994,950799.9999999991
GYALAXY AGENCIES,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.000000000232,4455.000000000347,4454.999999999883,4454.999999998957,4454.999999998781
GYP DECOR SYSTEM,131140.0,49800.0,109670.0,109670.0,109670.0,109670.0,109670.0,109670.0,109670.0,109670.00000000016,109670.00000000023,109669.99999999984,109669.99999999904,109669.9999999989
GYPDEC,20370.0,30990.0,37990.0,44990.0,36826.67,28663.33,20500.0,20500.0,20500.0,20500.00000000024,20500.00000000036,28663.32999999989,36826.66999999899,36826.66999999881
GYPSUM GALLERY,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0000000002324,2320.0000000003483,2319.999999999884,2319.999999998955,2319.9999999987804
H & CO IMPEX AND TRADING,28000.0,28000.0,112000.0,122000.0,116173.0,110346.0,28000.0,28000.0,28000.0,28000.000000000247,28000.00000000044,110345.9999999998,116172.99999999904,116172.9999999989
H & H INDUSTRIES,8986.0,8986.0,8986.0,8986.0,25213.0,25213.0,25213.0,25213.0,25213.0,25213.000000000244,25213.00000000036,25212.9999999999,25212.99999999897,25212.999999998807
H & R JOHNSON INDIA LTD.,18979493.0,978089.0,1502448.0,865895.0,865895.0,865895.0,865895.0,865895.0,865895.0,865894.9999999902,865894.9999999854,865895.0000000099,865894.9999999983,865895.0000000068
H AND FRIENDS GTL (INDIA) P. LTD.,7118.0,7118.0,7118.0,7118.0,7118.0,7118.0,7118.0,7118.0,7118.0,7118.000000000231,7118.0000000003465,7117.999999999884,7117.999999998959,7117.999999998785
H BROS,22775.0,22775.0,22775.0,22775.0,22775.0,22775.0,22775.0,22775.0,22775.0,22775.00000000023,22775.000000000346,22774.999999999884,22774.999999998978,22774.9999999988
H M MARKETING,26990.0,26990.0,26990.0,26990.0,26990.0,26990.0,26990.0,26990.0,26990.0,26990.00000000023,26990.00000000034,26989.99999999988,26989.999999998985,26989.999999998807
H M S GLASS AND PLYWOOD,42000.0,42000.0,42000.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.000000000247,23500.00000000035,23499.999999999865,23499.99999999899,23499.999999998814
H W ENTERPRISES,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.000000000232,3762.0000000003474,3761.999999999882,3761.999999998957,3761.999999998782
H.G. INDUSTRIES LTD.,116658.0,116658.0,116658.0,116658.0,116658.0,116658.0,116658.0,116658.0,116658.0,116658.0000000002,116658.0000000003,116657.99999999988,116657.99999999908,116657.99999999891
H.M. LEISURE,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.000000000232,3808.0000000003474,3807.999999999883,3807.999999998957,3807.999999998782
H.S. TRADES INTERNATIONAL,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.00000000023,17720.000000000342,17719.99999999988,17719.99999999897,17719.999999998792
H.T. FOODS P. LTD.,30305.0,30305.0,19800.0,54140.0,111933.0,120602.0,423480.0,206751.0,164120.0,164120.00000000023,164120.00000000015,120601.99999999988,111932.99999999904,111932.99999999884
HAAD EXPORTS,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,25140.0,209378.0,209378.0,209378.00000000003,209378.0000000001,26999.99999999973,26999.99999999909,26999.999999998792
HAATIN FOODS,25130.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.00000000023,25130.00000000034,25129.999999999884,25129.99999999898,25129.999999998807
HABISONS MARKETING,5588.0,3965.0,4137.5,4310.0,4277.5,4245.0,4212.5,4180.0,4180.0,4180.00000000023,4180.000000000346,4244.9999999998845,4277.499999998956,4277.499999998782
HACKBERRY IND TRADING PVT LTD,47150.0,47150.0,47150.0,47150.0,47150.0,47150.0,47150.0,47150.0,47150.0,47150.00000000023,47150.000000000335,47149.99999999988,47149.99999999901,47149.999999998836
HADDOCK INFRA P. LTD.,26250.0,26250.0,64966.67,103683.33,142400.0,266850.0,265510.0,270500.0,270500.0,270500.0,270500.00000000006,266849.9999999995,142399.9999999992,142399.99999999886
HADHI AQUA LINES,5220.0,5220.0,5220.0,5220.0,10000.0,12000.0,24280.0,12490.0,12490.0,12490.000000000236,12490.000000000344,11999.999999999884,9999.999999998963,9999.999999998789
HADOX SYSTEMS,10460.0,10460.0,10460.0,10460.0,10460.0,10100.0,9740.0,9740.0,9740.0,9740.000000000233,9740.000000000346,10099.999999999884,10459.999999998963,10459.999999998789
HAIIS IMPEX    ,42692.0,42692.0,42692.0,42692.0,42692.0,42692.0,42692.0,42692.0,42692.0,42692.00000000023,42692.000000000335,42691.99999999988,42691.999999999,42691.99999999882
HAIJIN TRADE INDIA P. LTD.,19608.0,19608.0,19608.0,31820.0,44032.0,28711.5,13391.0,13391.0,13391.0,13391.000000000256,13391.000000000398,28711.499999999967,44031.999999998974,44031.999999998836
HAIMA POLYMERS,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.00000000023,20000.000000000346,19999.999999999887,19999.99999999897,19999.999999998796
HAJEE TIMBER & INDUSTRIES,56400.0,56400.0,56400.0,56400.0,56400.0,56400.0,56400.0,56400.0,56400.0,56400.00000000022,56400.00000000033,56399.99999999988,56399.99999999901,56399.999999998836
HAL INTERNATIONAL,12030.0,44620.0,44620.0,44620.0,44620.0,44620.0,44620.0,44620.0,44620.0,44620.00000000024,44620.00000000036,44619.999999999854,44619.999999999,44619.99999999881
HAMEEDIYA HOLDING GROUP,4323.0,4323.0,4323.0,4323.0,4323.0,4323.0,4323.0,4323.0,4323.0,4323.000000000232,4323.000000000347,4322.999999999883,4322.999999998958,4322.999999998783
HAMIZ IMPEX,1464.0,1312.0,1312.0,1312.0,1312.0,1312.0,1312.0,1312.0,1312.0,1312.0000000002324,1312.0000000003486,1311.9999999998836,1311.9999999989536,1311.999999998779
HANEENN TRADING EXP & IMP.,4820.0,4820.0,4820.0,4545.33,4270.67,3996.0,3996.0,3996.0,3996.0,3996.000000000232,3996.000000000348,3995.999999999884,4270.669999998957,4270.669999998782
HANJIN TRADE INDIA P. LTD.,23220.0,23220.0,23220.0,23220.0,23220.0,23220.0,23220.0,23220.0,23220.0,23220.00000000023,23220.000000000346,23219.99999999988,23219.999999998978,23219.999999998803
HANKOOK LATEX P. LTD.,32242.0,15610.0,8450.0,7848.0,35140.0,69876.0,16462.0,19330.0,19330.0,19330.00000000023,19330.00000000037,69875.99999999985,35139.99999999899,35139.999999998836
HANKOOK TIRES INDIA LLP,4382.0,4382.0,4382.0,28743.0,11905.0,11905.0,11905.0,11905.0,11905.0,11905.000000000193,11905.000000000313,11904.99999999988,11904.999999998963,11904.99999999877
HANNAH ENTERPRISES,132526.0,132526.0,132526.0,132526.0,132526.0,132526.0,132526.0,132526.0,132526.0,132526.0000000002,132526.0000000003,132525.9999999999,132525.9999999991,132525.9999999989
HANSA SPORTS N ADVENTURE PVT LTD,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0,610.0000000002327,610.000000000349,609.9999999998836,609.999999998953,609.9999999987783
HAPPY COLLECTION,20486.0,20486.0,20486.0,46600.0,40350.0,38789.0,37228.0,35661.0,35661.0,35661.0000000002,35661.00000000032,38788.9999999999,40349.99999999899,40349.99999999881
HAPPY HOME,3566.0,3566.0,3566.0,3566.0,3566.0,3566.0,3566.0,3566.0,3566.0,3566.000000000232,3566.000000000348,3565.999999999884,3565.999999998956,3565.9999999987813
HAPPY IMPEX,18206.0,21960.0,21960.0,21960.0,21960.0,21960.0,21960.0,21960.0,21960.0,21960.00000000023,21960.000000000346,21959.99999999988,21959.99999999897,21959.999999998796
HAPPY PETS,54534.0,54534.0,54534.0,54534.0,54534.0,54534.0,54534.0,179790.0,48880.0,48880.00000000013,48880.00000000023,54533.99999999973,54533.999999999,54533.9999999988
HAPPY POLY PROCESSORS,7170.0,7170.0,7170.0,7170.0,28630.0,28630.0,28630.0,28630.0,28630.0,28630.000000000244,28630.000000000364,28629.99999999991,28629.99999999897,28629.99999999881
HAPPY SHOPPEE,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.0,12660.000000000233,12660.000000000346,12659.999999999884,12659.999999998969,12659.999999998792
HAQUANI INTERNATIONAL,66900.0,66900.0,66900.0,66900.0,66900.0,66900.0,66900.0,66900.0,66900.0,66900.00000000022,66900.00000000032,66899.9999999999,66899.99999999903,66899.99999999884
HARAFA MATCH UNIT,28779.0,26751.0,26751.0,26751.0,26751.0,26751.0,26751.0,26751.0,26751.0,26751.00000000023,26751.00000000034,26750.999999999884,26750.999999998985,26750.99999999881
HARAFA PLYWOODS,79740.0,23933.0,23933.0,23933.0,23933.0,23933.0,23933.0,23933.0,23933.0,23933.0000000002,23933.0000000003,23932.99999999992,23932.99999999897,23932.99999999882
HARBOUR TURF PRIVATE LTD,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.000000000233,9300.000000000347,9299.999999999884,9299.999999998963,9299.999999998789
HARD STOCK,269080.0,269080.0,269080.0,269080.0,269080.0,269080.0,269080.0,269080.0,269080.0,269080.0000000002,269080.00000000023,269079.99999999994,269079.99999999924,269079.99999999907
HARD TIMBER TRADERS,14120.0,14120.0,14120.0,14120.0,14120.0,14120.0,14120.0,14120.0,14120.0,14120.00000000023,14120.000000000344,14119.999999999882,14119.999999998969,14119.999999998792
HARDEX,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.00000000023,26600.00000000034,26599.99999999988,26599.99999999898,26599.999999998807
HARDOLL ENTERPRISES LLP,135.0,135.0,3079.0,2957.0,5105.5,7254.0,61597.0,76298.0,113911.0,113911.00000000016,113911.0000000002,7253.999999999835,5105.499999999021,5105.499999998778
HARESH OVERSEAS P. LTD.,20150.0,20150.0,20150.0,20150.0,20150.0,20150.0,20150.0,20150.0,20150.0,20150.00000000023,20150.000000000346,20149.99999999988,20149.99999999897,20149.999999998796
HARINI POLYMERS,22096.0,22096.0,22096.0,22096.0,22096.0,22096.0,22096.0,22096.0,22096.0,22096.00000000023,22096.000000000346,22095.99999999988,22095.99999999897,22095.9999999988
HARIS N HARIS EXPORTS,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.00000000023,53855.000000000335,53854.99999999988,53854.99999999902,53854.999999998836
HARISH CHEMICALS PRIVATE LIMITED ,50312.0,50312.0,50312.0,50312.0,50312.0,50312.0,50312.0,50312.0,50312.0,50312.00000000023,50312.000000000335,50311.99999999988,50311.99999999901,50311.999999998836
"HARISH COCONUT PRODUCTS PVT LTD,",5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.0,5550.000000000232,5550.000000000347,5549.999999999883,5549.999999998958,5549.999999998783
HARISH KANDA TIMBER P. LTD.,697500.0,464500.0,231500.0,231500.0,231500.0,231500.0,231500.0,231500.0,231500.0,231500.0000000001,231500.0000000001,231500.0000000004,231499.9999999992,231499.99999999919
HARISREE TRADING COMPANY,50460.0,50460.0,50460.0,50460.0,50460.0,50460.0,50460.0,50460.0,50460.0,50460.00000000023,50460.000000000335,50459.99999999988,50459.99999999901,50459.999999998836
HARISRI EXPORTS & IMPORTS,19270.0,19270.0,19270.0,19270.0,19270.0,19270.0,19270.0,19270.0,19270.0,19270.00000000023,19270.000000000346,19269.999999999884,19269.99999999897,19269.9999999988
HARITHAM TRADING,10200.0,10200.0,10200.0,10200.0,10200.0,10200.0,10200.0,10200.0,10200.0,10200.000000000233,10200.000000000346,10199.999999999882,10199.999999998963,10199.999999998789
HARLEY CARMBEL (INDIA) P. LTD.,48497.0,48497.0,48497.0,48497.0,48497.0,48497.0,48497.0,48497.0,48497.0,48497.00000000023,48497.000000000335,48496.99999999988,48496.99999999901,48496.999999998836
HARMONY LIGHTS,16608.0,16608.0,16608.0,16608.0,16608.0,16608.0,16608.0,16608.0,16608.0,16608.00000000023,16608.000000000342,16607.999999999887,16607.99999999897,16607.999999998792
HARMONY SOLUTION PROVIDERS,35420.0,35420.0,35420.0,35420.0,24630.0,24630.0,24630.0,24630.0,24630.0,24630.00000000022,24630.000000000327,24629.99999999987,24629.999999998985,24629.999999998803
HAROODZ INTERNATIONAL,11770.0,11770.0,11770.0,11770.0,11770.0,11770.0,11770.0,11770.0,11770.0,11770.000000000233,11770.000000000346,11769.999999999882,11769.999999998969,11769.999999998792
HARRISONS MALAYALAM LTD.,7029.0,7029.0,7029.0,5540.0,47798.0,6309.0,17068.0,25273.0,87758.0,87758.00000000028,87758.00000000041,6309.00000000007,47797.999999999,47797.999999998865
HARSHITA DISTRIBUTORS P. LTD.,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.00000000023,17250.000000000342,17249.99999999988,17249.999999998974,17249.9999999988
HARVEY ASSOCIATES,27010.0,27010.0,27010.0,27010.0,27010.0,27010.0,27010.0,27010.0,27010.0,27010.00000000023,27010.00000000034,27009.99999999988,27009.999999998985,27009.999999998807
HARVEY LABORATORIES PVT LTD,4288.0,4288.0,4288.0,4288.0,4288.0,4288.0,4288.0,4288.0,4288.0,4288.000000000232,4288.000000000347,4287.999999999883,4287.999999998958,4287.999999998783
HARYANA PANEL PRODUCTS,44500.0,44500.0,44500.0,44500.0,44500.0,216919.0,389338.0,769685.0,564033.0,564032.9999999994,564032.9999999992,216918.9999999988,44499.99999999933,44499.999999998654
HASEENA ABDUL NASAR,15060.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.000000000225,2540.000000000338,2539.999999999891,2539.9999999989536,2539.999999998785
HASEENA CASHEW INDUSTIRES,102960.0,102960.0,102960.0,102960.0,102960.0,102960.0,102960.0,102960.0,102960.0,102960.00000000022,102960.0000000003,102959.99999999988,102959.99999999908,102959.9999999989
HASSAN PLYWOODS,27000.0,27000.0,27000.0,33282.5,39565.0,45847.5,52130.0,52130.0,52130.0,52130.00000000021,52130.00000000031,45847.49999999987,39564.999999999,39564.99999999882
HASSANIYA BOOK DEPOT.,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0000000002327,800.0000000003489,799.9999999998836,799.9999999989532,799.9999999987785
HASSOUN MANUFACTURERS INDIA,11375.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.000000000233,13264.000000000347,13263.99999999988,13263.999999998969,13263.999999998792
HATSUN AGRO PRODUCT LTD.,44800.0,44800.0,44800.0,156800.0,268800.0,291200.0,358400.0,268800.0,44800.0,44800.00000000025,44800.00000000043,291199.99999999994,268799.999999999,268799.99999999895
HAVAH POLYMERS,22110.0,22110.0,22110.0,22110.0,22110.0,22110.0,22110.0,22110.0,22110.0,22110.00000000023,22110.000000000346,22109.99999999988,22109.99999999897,22109.9999999988
HAVAXA P. LTD.,334400.0,334400.0,334400.0,334400.0,334400.0,334400.0,334400.0,343400.0,343400.0,343400.0000000002,343400.00000000023,334399.9999999998,334399.9999999993,334399.9999999991
HAVUKAL TEA & PRODUCE CO. P. LTD.,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0000000002324,3330.0000000003483,3329.9999999998827,3329.999999998956,3329.999999998781
HAYAH TRADING COMPANY,107840.0,107840.0,107840.0,107840.0,107840.0,107840.0,107840.0,107840.0,107840.0,107840.0000000002,107840.0000000003,107839.99999999988,107839.9999999991,107839.9999999989
HAYATH CASHEW COMPANY,395760.0,395760.0,395760.0,395760.0,395760.0,395760.0,395760.0,395760.0,395760.0,395760.0000000002,395760.0000000002,395759.9999999998,395759.9999999994,395759.99999999924
HAYLE COMMUNICATIONS P. LTD.,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0000000002324,2727.0000000003483,2726.999999999883,2726.9999999989554,2726.9999999987804
HDD SOLUTION P. LTD.,17500.0,17500.0,17500.0,17500.0,17500.0,17500.0,17500.0,17500.0,17500.0,17500.00000000023,17500.000000000342,17499.99999999988,17499.999999998974,17499.9999999988
HEALTH LINES,25102.0,25102.0,25102.0,25102.0,25102.0,25102.0,4594.0,4594.0,4594.0,4594.000000000244,4594.000000000375,25101.99999999989,25101.99999999897,25101.99999999881
HEALTHCARE GLOBAL ENTERPRISES LTD.,6294.0,6294.0,6294.0,6294.0,6294.0,6294.0,6294.0,6294.0,6294.0,6294.000000000232,6294.0000000003465,6293.999999999884,6293.99999999896,6293.999999998785
HEAVEN AGENCIES,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.000000000233,11600.000000000346,11599.99999999988,11599.999999998963,11599.999999998789
HEAVEN GIFT & TOYS,136249.0,144354.0,123587.0,88070.0,32830.0,32830.0,32830.0,32830.0,32830.0,32830.000000000226,32830.00000000029,32829.99999999982,32829.99999999905,32829.99999999883
HEBCON P. LTD.,24924.0,24924.0,24924.0,13120.0,13120.0,13120.0,13120.0,13120.0,13120.0,13120.000000000244,13120.000000000353,13119.999999999874,13119.999999998972,13119.9999999988
HEERA DISPLAY SOLUTIONS,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.00000000023,26000.00000000034,25999.999999999887,25999.999999998985,25999.999999998807
HEIDELSOFT TECHNOLOGIES P. LTD.,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.000000000233,11590.000000000346,11589.999999999882,11589.999999998963,11589.999999998789
HEIPLOEG SEAFOOD INDIA P. LTD.,3775.0,3775.0,3775.0,3775.0,3775.0,3775.0,3775.0,3775.0,3775.0,3775.000000000232,3775.0000000003474,3774.999999999883,3774.999999998957,3774.999999998782
