Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023
ESCO BIOTECH PVT LTD.,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0
ESCO PIPES PRIVATE LIMITED,97802.0,1227762.5,2357723.0,522160.0,773064.0,773064.0,773064.0,773064.0,773064.0
ESCON CHEMICALS COMPANY,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0,13030.0
ESHIKA CASHEW COMPANY,106405.0,106405.0,215864.0,215864.0,215864.0,215864.0,215864.0,215864.0,215864.0
ESHWARI FABS,32616.0,32616.0,32616.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0
ESKAY CORPORATION,210195.0,210195.0,210195.0,210195.0,210195.0,210195.0,210195.0,210195.0,210195.0
ESMARIO EXPORT ENTERPRISES,1020.0,5797.5,10575.0,13920.0,17265.0,20610.0,23955.0,27300.0,5122.0
ESMERELDA TRADE & IMPEX P. LTD.,22244.0,22244.0,22244.0,22244.0,22244.0,22244.0,22244.0,22244.0,22244.0
ESPERER TECHNO COMMERCIAL LLP,10790.0,10790.0,10790.0,10790.0,10790.0,10790.0,10790.0,11810.0,11810.0
ESPL ASIA,76533.0,76533.0,76533.0,13350.0,13350.0,13350.0,13350.0,13350.0,13350.0
ESPPO,8900.0,8900.0,8900.0,8900.0,8900.0,8900.0,8900.0,8900.0,8900.0
ESPRAVO DECOR P. LTD.,10587.0,10587.0,10587.0,10479.33,10371.67,10264.0,10156.33,10048.67,9941.0
ESQUIRE INTERNATIONAL,8935.0,8935.0,8935.0,43910.0,11655.0,11655.0,11655.0,11655.0,11655.0
ESQUIRE MULTIPLAST PVT. LTD.,94762.0,94762.0,94762.0,225312.0,599151.0,1326738.0,316428.0,1688243.0,1968181.0
ESS BEE PLYWOOD INDUSTRIES,15923.0,141200.0,141200.0,141200.0,141200.0,141200.0,141200.0,141200.0,141200.0
ESS SQUARE ENTERPRISES,5983.0,5983.0,5983.0,5983.0,5983.0,5983.0,5983.0,5983.0,5983.0
ESSAR DISTRIBUTORS,23270.0,23270.0,23270.0,16060.0,16000.0,16000.0,16000.0,16000.0,16000.0
ESSAR PROJECTS INDIA LTD.,3544532.0,19546.0,19546.0,19546.0,19546.0,19546.0,19546.0,19546.0,19546.0
ESSAR VENEER,25810.0,25810.0,25810.0,25810.0,25810.0,25810.0,25810.0,25810.0,25810.0
ESSEN FOODDIES INDIA P. LTD.,20320.0,20320.0,20320.0,20320.0,20320.0,16247.5,12175.0,8102.5,4030.0
ESSENCE BUILD WARE PVT LTD,2430234.0,2486320.0,138540.0,138540.0,138540.0,138540.0,138540.0,138540.0,138540.0
ESSENCO MANUFACTURING AND TRADING LLP,38420.0,38420.0,38420.0,38420.0,38420.0,38420.0,38420.0,38420.0,38420.0
ESSENSIA EXIMPT,26058.0,26058.0,26058.0,26058.0,26058.0,26058.0,26058.0,26058.0,26058.0
ESSENTIAL TRADE LINKS,4090.0,4090.0,4090.0,4090.0,4090.0,4090.0,4090.0,4090.0,4090.0
ESSENTIAL TRADING,25668.0,25668.0,25668.0,25668.0,25668.0,25668.0,25668.0,25668.0,25668.0
ESSENTIALS EXPORTS INDIA P.LTD.,13084.0,13084.0,13084.0,13084.0,13084.0,13084.0,13084.0,13084.0,13084.0
ESSVEE WIRES INDIA P. LTD.,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0
ESTEEM ENTERPRISES,25789.0,10997.0,10997.0,10997.0,10997.0,10997.0,10997.0,10997.0,10997.0
ESTHAPANOSE SONS,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0,2870.0
ESTHOSESON AGRO PRODUCTS P. LTD.,21357.0,21357.0,21357.0,21357.0,21357.0,21357.0,21357.0,21357.0,21357.0
ESWARI GLOBAL METAL INDUSTRIES P. LTD.,2280500.0,2280500.0,3686035.0,611100.0,3269425.0,3343724.0,3823196.0,12931073.0,3624760.0
ESWARI METAL INDUSTRIES,567685.0,567685.0,567685.0,567685.0,567685.0,567685.0,567685.0,567685.0,567685.0
ETERNITY POOLS & GARDENS P. LTD.,54244.0,66511.0,78778.0,5670.0,51900.0,26860.0,26860.0,26860.0,26860.0
ETZ INDUSTRIES,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0,3563.0
EURANAUS PLY AND BOARDS LLP,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0
EURO CERAMICS LTD.,33229.0,33229.0,33229.0,25794.5,18360.0,18360.0,18360.0,18360.0,18360.0
EURO EXIM SERVIES P. LTD.,6806.0,6806.0,6806.0,6806.0,6806.0,6806.0,12124.5,17443.0,17443.0
EURO INDIA TRADING,4776.0,4776.0,4776.0,4776.0,31600.0,45720.0,10870.0,11080.0,11080.0
EUROFLUSH CERAMICS INDIA LLP,17886.0,17886.0,17886.0,17886.0,17886.0,17886.0,51000.0,51000.0,51000.0
EUROMED MEDICALS P. LTD.,6939.0,6939.0,6939.0,6939.0,6939.0,6939.0,6939.0,6939.0,6939.0
EURONICS INDUSTRIES P. LTD.,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0,24400.0
EUROPEAN EXPORTS,4221.0,4221.0,4221.0,4221.0,4221.0,4221.0,4221.0,4221.0,4221.0
EUROPEAN ROAD EQUIPMENTS,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0,3831.0
EUROTECH MARKETING,72209.0,59527.33,46845.67,34164.0,34164.0,34164.0,34164.0,34164.0,34164.0
EUROTECH POLYMERS,23394.0,23394.0,23394.0,23394.0,23394.0,20601.0,48136.0,41215.0,41215.0
EVA CO FOOTCARE P. LTD.,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
EVANA MODE,6443.0,6443.0,6443.0,6443.0,6443.0,6443.0,6443.0,6443.0,12306.0
EVE ENTERPRISES,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
EVER BRIGHT ELECTRICA;LS,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0
EVERBRIGHT ENTERPRISES,17907.0,22959.0,22868.0,10685.0,10685.0,10685.0,10685.0,10685.0,10685.0
EVERBRIGHT INTERNATIONAL,3030.0,3030.0,3030.0,3030.0,3030.0,3030.0,3030.0,3030.0,3030.0
EVEREST EXPORTS AND IMPORTS,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0
EVEREST IMPORTS AND EXPORTS,4957.0,4957.0,4957.0,4957.0,4957.0,4957.0,4957.0,4957.0,4957.0
EVEREST LADDERS,4520.0,4520.0,4520.0,4520.0,4520.0,4520.0,4520.0,4520.0,4520.0
EVEREST PAINT & ALLIED INDUSTRIES,143280.0,143280.0,143280.0,143280.0,143280.0,143280.0,143280.0,143280.0,143280.0
EVEREST PAINT ALLIED PRODUCT,34320.0,34320.0,34320.0,32933.33,31546.67,30160.0,28773.33,27386.67,26000.0
EVEREST PAINTS & ALLIED INDUSTRIES,17860.0,17860.0,17860.0,39635.0,61410.0,83185.0,104960.0,104432.0,26000.0
"EVEREST SEAFOODS PVT LTD,",530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0
EVEREST WOOD INDUSTRIES,12355.0,46992.0,99005.0,56052.0,12780.0,33020.0,53260.0,73500.0,93740.0
EVERGREEN,36042.0,36042.0,36042.0,36042.0,36042.0,36042.0,36042.0,36042.0,17414.0
EVERGREEN EXPORTS,23400.0,23400.0,23790.0,24180.0,24570.0,28681.0,28754.0,28827.0,28900.0
EVERGREEN HOMES AND CONSTRUCTIONS,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0
EVERGREEN IMPEX,740559.0,740559.0,740559.0,740559.0,740559.0,740559.0,740559.0,740559.0,740559.0
EVERGREEN SYSTEMS,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0
EVERGREEN VENEERS P. LTD.,82800.0,82800.0,82800.0,82800.0,82800.0,82800.0,82800.0,82800.0,82800.0
EVERSENDAI CONSTRUCTION P. LTD.,412486.0,412486.0,412486.0,412486.0,412486.0,412486.0,412486.0,412486.0,412486.0
EVERSHINE DYNAMIC CORPORATION LTD.,45819.0,45819.0,45819.0,45819.0,45819.0,45819.0,45819.0,45819.0,45819.0
EVERVOLT GREEN ENERGY PVT LTD,15840.0,15840.0,15840.0,15840.0,33495.0,51150.0,51150.0,51150.0,51150.0
EVERWIN MARKETING VENTURES P. LTD.,25509.0,14927.0,14927.0,14927.0,14927.0,14927.0,14927.0,14927.0,14927.0
EVERX MERCHANDISE P. LTD.,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0
EVM AUTOCRAFT INDIA P. LTD.,1459.0,1459.0,1319.5,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0
EVM HOTELS P. LTD.,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0,4016.0
EVM MOTORS & VEHICLES INDIA P. LTD.,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0
EVM PREMIER CARS INDIA P. LTD.,12371.0,12371.0,12371.0,12371.0,12371.0,12371.0,12371.0,12371.0,12371.0
EVOLVE ENGINEERING COMPANY,1876.0,1876.0,1876.0,1876.0,1876.0,1876.0,47417.0,38610.5,29804.0
EVOLVE POLYMERS,1900.0,1900.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0,1976.0
EXCEL EARTHINGS,12564.0,12564.0,12564.0,8038.0,8038.0,8038.0,8038.0,8038.0,8038.0
EXCEL ENTERPRISES,73850.0,168882.0,276770.0,111110.0,207110.0,117555.0,28000.0,42500.0,57000.0
EXCEL EXIME,17526.0,11102.0,11244.5,11387.0,11422.5,11458.0,11458.0,11458.0,11458.0
EXCEL IMPEX,978.0,5689.0,10400.0,15111.0,19822.0,14687.0,16225.0,16225.0,16225.0
EXCEL MANUFACTURING CO.,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0
EXCEL TIMBERS P. LTD.,592965.0,267211.0,142870.0,37371.0,37371.0,37371.0,37371.0,37371.0,37371.0
EXCEL TRADING COMPANY,206399.0,104725.0,336178.0,245436.0,96440.0,96440.0,96440.0,96440.0,96440.0
EXCELL HEALTHCARE PRODUCTS,40256.0,40256.0,40256.0,40256.0,40256.0,40256.0,40256.0,40256.0,40256.0
EXCELL TRADES,193165.0,605509.0,237323.0,216580.0,153455.0,83110.0,113447.0,113447.0,113447.0
EXCELLENT CASHEW COMPANY,302830.0,302830.0,302830.0,302830.0,156010.0,156010.0,156010.0,156010.0,156010.0
EXCELLENT ENTERPRISES,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,54500.0,52000.0
EXCELLENT PLATE INDUSTRIES,105260.0,155380.0,155380.0,155380.0,155380.0,155380.0,155380.0,155380.0,155380.0
EXCELLENT TEXTILES,7917.0,7917.0,7917.0,7917.0,7917.0,7917.0,7917.0,7917.0,7917.0
EXCELLENT TIMBER IMPORTS & EXPORTS P. LTD.,227612.0,227612.0,227612.0,227612.0,227612.0,227612.0,227612.0,227612.0,227612.0
EXCELLENT TRADERS,63120.0,63120.0,63120.0,63120.0,63120.0,63120.0,63120.0,63120.0,63120.0
EXECUTIVE ENGINEER,135140.0,135140.0,135140.0,135140.0,135140.0,135140.0,135140.0,135140.0,135140.0
EXEE DECORS,44660.0,21611.0,8100.0,5120.0,5120.0,5120.0,5120.0,5120.0,5120.0
EXILIS TECHNOLOGY PVT LTD,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
EXIM INTERNATIONAL,1923974.0,1923974.0,491645.0,208640.0,849906.0,529780.0,529780.0,529780.0,529780.0
EXOLENT GLOBAL EXIM COMPANY,223750.0,223750.0,223750.0,223750.0,223750.0,223750.0,223750.0,223750.0,223750.0
EXOTICS,19847.0,19847.0,43962.0,19401.0,44391.0,35230.0,19750.0,19750.0,19750.0
EXOUSIA OVERSEAS P. LTD.,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0
EXPANDUS CERAMICS,602952.0,468160.0,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0
EXPEDITORS INT'L. (INDIA) P. LTD.,2189.0,2189.0,2189.0,2189.0,2189.0,2189.0,2189.0,2189.0,2189.0
EXPERTISE INDUSTRIES,42751.0,42751.0,37334.0,31917.0,26500.0,26837.33,27174.67,27512.0,27512.0
EXPORT INSPECTION AGENCY,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0
EXPRESS FORWARDING & TRADING SERVICES,239435.0,189189.0,240937.0,306791.0,306791.0,306791.0,306791.0,306791.0,306791.0
EXPRESS PUBLICATIONS (MADURAI) LTD.,1260362.0,1260362.0,1260362.0,2181868.0,2176825.0,118983.0,139991.0,139991.0,139991.0
EXTENDED TECHNOLOGIES,616.0,616.0,616.0,616.0,616.0,616.0,616.0,616.0,616.0
EXTOL TRADERS PVT.LTD. ,617480.0,381496.0,353437.0,217913.5,82390.0,82390.0,82390.0,82390.0,82390.0
EXTREME INTERNATIONAL,442453.0,442453.0,442453.0,442453.0,442453.0,442453.0,442453.0,442453.0,951958.0
EYGBS INDIA P. LTD.,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0
EYME TECHNOLOGIES P. LTD.,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0,6320.0
EZEBIT DIGITAL SOLUTIONS PVT LT,5297.0,5297.0,5297.0,5297.0,5297.0,5297.0,5297.0,5297.0,5297.0
EZZAH MARKETING COMPANY,30780.0,30780.0,30780.0,30780.0,30780.0,30780.0,30780.0,30780.0,30780.0
F.S. MARINE EXPORTS,57780.0,57780.0,57780.0,57780.0,57780.0,2330770.0,1823793.0,116640.0,116640.0
FAALCON INNOVATIONS,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0
FAB TRADING,21380.0,21380.0,21380.0,21380.0,21380.0,21380.0,21380.0,21380.0,21380.0
FABBY TECHNOLOGIES P. LTD.,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0
FABEON GARMENTS EXPORTS LLP,14750.0,14750.0,14750.0,14750.0,14750.0,14750.0,14750.0,14750.0,14750.0
FABIAN TECHNOLOGIES,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0
FABRICOTEL IMPORT & EXPORT P. LTD.,23891.0,23891.0,15228.5,6566.0,6566.0,6566.0,6566.0,6566.0,6566.0
FABRIO,7050.0,7050.0,3393.0,3393.0,3393.0,3393.0,3393.0,3393.0,3393.0
FACE LAND,98694.0,98694.0,98694.0,98694.0,98694.0,98694.0,98694.0,98694.0,98694.0
FACT RCF BUILDING PRODUCTS LTD.,19026.0,5285.0,21404.0,25492.0,29580.0,29580.0,29580.0,29580.0,29580.0
FAEKA INDOOR ACADEMY   ,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0
FAIR DEAL DISPLAY SYSTEMS,25800.0,77480.0,77480.0,77480.0,77480.0,77480.0,77480.0,77480.0,77480.0
FAIR EXPORTS (I) P. LTD.,108640.0,61299.0,13958.0,14290.67,14623.33,14956.0,14956.0,14956.0,14956.0
FAIR N FAB SERVICES,34840.0,34840.0,34840.0,34840.0,34840.0,34840.0,34840.0,34840.0,34840.0
FAIR TRADE,37500.0,18300.0,54700.0,54700.0,54700.0,54700.0,54700.0,54700.0,54700.0
FAIR TRADE INDIA,25000.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0
FAISAL ADAKYA KADAVATH ,21330.0,21330.0,21330.0,21330.0,21330.0,21330.0,21330.0,21330.0,21330.0
FAITH BAPTIST BIBLE COLLEGE,10438.0,10438.0,10438.0,10438.0,10438.0,10438.0,10438.0,10438.0,10438.0
FAKIRSONS PAPCHEM PVT.LTD,55846.0,55846.0,55846.0,55846.0,96582.0,96582.0,96582.0,96582.0,96582.0
FALCON BED,54650.0,54650.0,86500.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0
FALCON ELEVATORS,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0,656.0
FALCON FURNITURE & HOME APPLIANCES,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0
FALCON GLASS PALACE,6971037.0,12215546.0,12907560.0,9567072.0,6346899.0,2159050.0,2889270.0,806197.0,806197.0
FALCON GLOBAL IMPEX,177186.0,177186.0,177186.0,177186.0,177186.0,177186.0,177186.0,177186.0,177186.0
FALCON INDUSTRIES,60560.0,60560.0,60560.0,78380.0,96200.0,42000.0,94733.0,54636.0,54636.0
FALCON INTERNATIONAL DRUG COMPANY,9834.0,9834.0,9834.0,9834.0,9834.0,9834.0,9834.0,9834.0,9834.0
FALCON MILLS,9800.0,9800.0,12940.0,16080.0,19220.0,22360.0,25500.0,25500.0,25500.0
FALCON PACK,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0
FALCON SHOPPING MALL LLP,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
FALCON SIGNATURE,4213.0,4213.0,4213.0,4213.0,4213.0,18340.0,18340.0,18340.0,18340.0
FALCON SYNERGY ENGINEERING PVT. LTD.,4186.0,16593.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0
FAMILY IMPEX,11050.0,11050.0,11050.0,11050.0,5000.0,5000.0,5000.0,5000.0,5000.0
FAMILY PLASTICS & THERMOWARE,31010.0,31010.0,31010.0,31010.0,31010.0,31010.0,31010.0,31010.0,31010.0
FAMOUS STAINLESS STEEL PVT LTD,26574.0,26574.0,26574.0,26574.0,26574.0,26574.0,26574.0,26574.0,26574.0
FANOS PLYWOOD,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0
FANTACY SALES CORPORATION,2799969.0,4514802.0,2236447.0,100848.0,100848.0,100848.0,100848.0,100848.0,100848.0
FAP INDIA CHEMICAL SOLUTIONS P.  LTD.,309586.0,537361.0,279118.0,585938.0,335725.0,335725.0,335725.0,335725.0,335725.0
FAP TRADERS,10160.0,10160.0,24942.0,17687.0,5806.0,12060.0,9153.0,6246.0,9678.0
FARAS TRADINGS,52805.0,52805.0,52805.0,52805.0,52805.0,52805.0,52805.0,52805.0,52805.0
FARHAN CASHEW EXPORTS  ,187755.0,187755.0,187755.0,187755.0,187755.0,187755.0,187755.0,187755.0,187755.0
FARIS CASHEW FACTORY,102225.0,102225.0,102225.0,102225.0,102225.0,102225.0,102225.0,102225.0,102225.0
FARMFEST FOODS (INDIA) PVT LTD,19930.0,19930.0,19930.0,19930.0,19930.0,19930.0,19930.0,19930.0,19930.0
FASHION CREATIONS,6610.0,6610.0,6610.0,6610.0,6860.0,6860.0,6860.0,6860.0,6860.0
FASHION CURTAINS,13730.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0
FASHION VARIETY FANCY CENTRE,46321.0,32780.0,4720.0,4864.0,5008.0,5152.0,5296.0,5440.0,10590.0
FASTEN MEDICAL P. LTD.,3254.0,3254.0,3254.0,3254.0,3254.0,3254.0,7565.33,11876.67,16188.0
FATHIMA CASHEW COMPANY,629820.0,517793.33,405766.67,293740.0,230895.0,168050.0,105205.0,105205.0,105205.0
FATHIMA COMMERCIAL CORPORATION P. LTD.,223395.0,100394.0,100394.0,100394.0,100394.0,100394.0,100394.0,100394.0,100394.0
FATHIMA GLOBAL TRADERS,3100.0,3100.0,3100.0,3595.0,3595.0,3595.0,3595.0,3595.0,3595.0
FATHIMA PLY & LAMINATES,251000.0,251000.0,251000.0,251000.0,251000.0,213546.0,331976.0,178243.0,24510.0
FATHIMA PLYWOODS,127260.0,127260.0,721030.0,1132500.0,1805614.0,1623198.0,3059550.0,3431799.0,1170441.0
FAVOURITE CASHEWS,350760.0,350760.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0
FAVOURITE CONSTRUCTIONS PRIVATE LTD.,27660.0,27660.0,27660.0,27660.0,67220.0,67220.0,67220.0,67220.0,67220.0
FAVOURITE GARMENTS,10574.0,10574.0,10574.0,10574.0,10574.0,10574.0,10574.0,10574.0,10574.0
FAVOURITE LIFESTYLES P. LTD.,26864.0,26864.0,64840.0,64840.0,64840.0,64840.0,64840.0,64840.0,64840.0
FAVOURITE READYMADE GARMENTS,4060.0,4060.0,8479.0,12898.0,17317.0,15792.0,29828.0,43864.0,57900.0
FC 15 TRADERS P. LTD.,3645460.0,3645460.0,3645460.0,560840.0,2898145.0,5235450.0,5235450.0,5235450.0,5235450.0
FCI TECHNOLOGY SERVICES LTD.,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0,2590.0
FCOMS SHOE INTERNATIONAL PVT LTD,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0
FCW TILES P. LTD.,147957.0,147957.0,147957.0,147957.0,147957.0,147957.0,147957.0,147957.0,147957.0
FEATHER TOUCH,5135.0,5135.0,5135.0,5135.0,5135.0,4870.0,4870.0,4870.0,4870.0
FEDEX TRADE NETWORKS TRANSPORT & BROKERAGE PVT.LTD,33500.0,11679.0,10517.0,9355.0,6282.0,3209.0,3354.0,3354.0,3354.0
FEFA PRIVATE LIMITED,16003.0,16003.0,16003.0,16003.0,16003.0,16003.0,16003.0,16003.0,16003.0
FELLAH OVERSEAS,1544890.0,1544890.0,1544890.0,1544890.0,1544890.0,1544890.0,1544890.0,1081224.0,628654.0
FEMILA TRADERS,81740.0,81740.0,81740.0,81740.0,81740.0,81740.0,81740.0,81740.0,340925.0
FEMMY WORLD,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0
FERNANDEZ BROTHERS,21772.0,21772.0,34564.0,34564.0,34564.0,34564.0,34564.0,34564.0,34564.0
FEROKE BOARDS & DOORS (P) LTD.,342719.0,342719.0,342719.0,342719.0,342719.0,342719.0,342719.0,342719.0,342719.0
FEROKE PLYWOODS P. LTD.,17794.0,17794.0,17794.0,17794.0,17794.0,17794.0,17794.0,17794.0,17794.0
FERRERO VINYL TECHNOLOGIES P. LTD.,9274.0,9274.0,9274.0,9274.0,9274.0,9274.0,9274.0,9274.0,9274.0
FERROCON WALKWAYS ,34925.0,34925.0,34925.0,34925.0,34925.0,34925.0,34925.0,34925.0,34925.0
FES INTERNATIONAL,40553.0,40553.0,40553.0,40553.0,40553.0,40553.0,40553.0,40553.0,40553.0
FIBER FAMILY PRODUCTS P. LTD.,5940.0,5940.0,5940.0,5940.0,5940.0,5942.5,5945.0,5947.5,5950.0
FIBER IN HOME,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0
FIBREWORLD,32368.0,62869.0,51950.0,35990.0,35990.0,35990.0,35990.0,35990.0,35990.0
FICUS INTERNATIONAL,166391.0,166391.0,166391.0,166391.0,166391.0,166391.0,166391.0,166391.0,166391.0
FICUS TRADING COMPANY,54600.0,54600.0,54600.0,54600.0,54600.0,54600.0,54600.0,54600.0,54600.0
FIDA CASHEW FACTORY,394405.0,827856.0,806918.0,394870.0,394870.0,394870.0,394870.0,394870.0,394870.0
FIESTA RUBBER & LATEX TECHNOLOGIES P. LTD.,14933.0,14933.0,14933.0,14933.0,14933.0,14933.0,55667.0,46639.0,96120.0
FIETS GLOBAL TRADING,3768.0,3768.0,3768.0,3768.0,3768.0,3768.0,3768.0,3768.0,3768.0
FIFCO EXPORTS AND IMPORTS PVT LTD,16276.0,10093.0,3910.0,3910.0,3910.0,3910.0,3910.0,3910.0,3910.0
FILATECH ENTERPRISES P. LTD.,113463.0,113463.0,113463.0,113463.0,113463.0,113463.0,113463.0,113463.0,113463.0
FILATEX VECHUKUNNEL P.  LTD.,390.0,390.0,390.0,5695.0,11000.0,60300.0,84400.0,295400.0,507900.0
FILTROWIN TRADING,32653.0,32653.0,32653.0,32653.0,32653.0,32653.0,32653.0,32653.0,32653.0
FINE FAIR EXPORTS INDIA P. LTD.,2056.0,3355.0,4654.0,12887.0,5292.0,5292.0,5292.0,5292.0,5292.0
FINE IMPEX,101657.0,121581.0,33646.0,6760.0,6760.0,6760.0,6760.0,6760.0,6760.0
FINE MINERALS AND CHEMICALS,797176.0,797176.0,797176.0,797176.0,797176.0,797176.0,584830.0,1173174.0,2196300.0
FINE NEST INTERIORS LLP,11120.0,11120.0,11120.0,11120.0,11120.0,11120.0,11120.0,11120.0,11120.0
FINE TOOLS MACHINERIES AND HARDWARES P. LTD.,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0,8632.0
FINE TRADERS,47000.0,47000.0,47000.0,47000.0,47000.0,47000.0,47000.0,140500.0,168600.0
FINEFAIR INDIA PRIVATE LTD,3768.0,7361.0,10954.0,12364.5,13775.0,13775.0,13775.0,13775.0,13775.0
FINEFIT SEAT COERS AND ACCESSORIES,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0
FINEST EXPORTS AND IMPORTS,99608.0,99608.0,99608.0,99608.0,99608.0,99608.0,99608.0,409324.0,409324.0
FINICHE TRADING P. LTD.,14551.0,14551.0,14551.0,14551.0,14551.0,14551.0,14551.0,14551.0,14551.0
FIONA HESTEN,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0
FIRDAUS EXPORTS,66868.0,66868.0,66868.0,66868.0,66868.0,66868.0,66868.0,66868.0,66868.0
FIRDOUSE INTERNATIONAL TRADING CO.,108798.0,68455.0,28112.0,14056.0,7026.0,7026.0,7026.0,7026.0,7026.0
FIRMER IMPEX,27564.0,11045.0,13954.0,14796.0,15638.0,16480.0,14281.0,10812.0,5620.0
FIRMER IMPEX ENTERPRISES,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0
FIROLIGHT,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
FIRST CHOICE VET FOODS,52232.0,52232.0,52232.0,52232.0,52232.0,52232.0,52232.0,52232.0,52232.0
"FIRST METAL CORP,",49917.0,175880.0,49710.0,49710.0,49710.0,49710.0,49710.0,49710.0,49710.0
FISH KEEPERS,10259.0,10259.0,10259.0,10259.0,10259.0,12982.0,15705.0,15705.0,15705.0
FISHER PUMPS P. LTD.,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
FIT AND MEDICO FITNESS SOLUTIONS P. LTD.,8967.0,8967.0,8967.0,8967.0,8967.0,8967.0,8967.0,8967.0,8967.0
FITCO INDIA,135892.0,186922.0,14279.0,40680.0,112660.0,151327.0,24140.0,10181.0,10181.0
FITCO SOLUTIONS,155600.0,155600.0,369550.0,302246.0,314950.0,323506.0,245800.0,67940.0,189060.0
FITEC HYDRAULIC,23826.0,23826.0,23826.0,23826.0,23826.0,23826.0,23826.0,23826.0,23826.0
FITNESS WORLD,10240.0,10240.0,10240.0,10240.0,26715.0,15256.0,14766.0,14766.0,14766.0
FITOUT SOLUTIONS PVT LTD,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0,2455.0
FIVE FINGERS EXPORTS,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0
FIVE STAR CASHEW COMPANY,106938.0,106938.0,106938.0,106938.0,106938.0,106938.0,106938.0,106938.0,106938.0
FIVE STAR OFFSET PRINTERS,16730.0,16853.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0
