Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023
INDO INTERNATIONAL EXPORT-IMPORT,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0
INDO REGAL PLY,93372.0,67100.5,40829.0,148434.0,48500.0,31215.5,13931.0,13931.0,13931.0
INDO SHELL CAST P. LTD.,24264.0,24264.0,24264.0,24264.0,24264.0,24264.0,24264.0,24264.0,24264.0
INDO SHELL MOULD LTD.,121320.0,121320.0,121320.0,97056.0,97056.0,97056.0,97056.0,97056.0,97056.0
INDO SINO INTERNATIONAL,278757.0,278757.0,278757.0,278757.0,278757.0,278757.0,278757.0,278757.0,278757.0
INDO STYLE IMPEX,5280.0,25480.0,5820.0,5820.0,5820.0,5820.0,5820.0,5820.0,5820.0
INDO TRADELINKS,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0
INDO TRADERS,49390.0,49390.0,49390.0,49390.0,49390.0,49390.0,49390.0,49390.0,49390.0
INDO-AMERICAN HOSPITAL & BAHYLEYAN CHARI,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0
INDO-TECH ENGINEERS,14389.0,14389.0,14389.0,14389.0,14389.0,14389.0,14389.0,14389.0,14389.0
INDOBIZWORLD TRADE LLP,8953.0,8953.0,8953.0,8953.0,8953.0,8953.0,8953.0,8953.0,8953.0
INDOCEM INDIA P. LTD.,24778.0,13642.0,26424.0,26424.0,26424.0,26424.0,26424.0,26424.0,26424.0
INDOPARS,336816.0,336816.0,336816.0,336816.0,336816.0,336816.0,333910.0,333910.0,333910.0
INDRAPRASTHA PETRO PRODUCTS PVT.LTD,6668.0,6668.0,6668.0,6668.0,6668.0,6668.0,6668.0,6668.0,6668.0
INDRAS AGENCIES P. LTD.,50400.0,50400.0,75600.0,75600.0,75600.0,75600.0,75600.0,75600.0,75600.0
INDREX  P. LTD.,69265.0,69265.0,69265.0,69265.0,69265.0,69265.0,69265.0,69265.0,69265.0
INDROYAL FURNITURE CO. P. LTD.,170450.0,244702.0,174631.0,91200.5,7770.0,7770.0,7770.0,7770.0,7770.0
INDROYAL HOTELS P. LTD.,10480.0,10480.0,10480.0,10480.0,10480.0,10480.0,10480.0,10480.0,10480.0
INDSIL HYDROPOWER & MANGANESE LTD.,4547720.0,1016880.0,824480.0,643360.0,462240.0,281120.0,100000.0,100000.0,100000.0
INDUCTO METALLURGY CO,76680.0,76680.0,76680.0,76680.0,25800.0,25800.0,25800.0,25800.0,25800.0
INDUS AUTOTEC PRIVATE LIMITED   ,19365.0,19365.0,19365.0,19365.0,19365.0,19365.0,19365.0,19365.0,19365.0
INDUS CONSUMER PRODUCTS P. LTD.,30978.0,30978.0,30978.0,16210.0,16210.0,16210.0,16210.0,16210.0,16210.0
INDUS MOTOR COMPANY PRIVATE,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0
INDUS PACKAGING,226441.0,226441.0,226441.0,187270.5,148100.0,148100.0,148100.0,148100.0,148100.0
INDUS TRADE LINKS,17040.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0
INDUSINA EXIM LIMITED LIABILITY,111150.0,111150.0,111150.0,111150.0,111150.0,111150.0,111150.0,374432.0,176877.0
INDUSINA EXIM LLP,384493.0,384493.0,384493.0,384493.0,384493.0,384493.0,384493.0,384493.0,384493.0
INDUSTRIAL ENGINNERING CORPORATION,5715.0,5715.0,5715.0,5175.0,5175.0,5175.0,5175.0,5175.0,5175.0
INDUSTRIAL HEATERS AND TRANSFORMERS,25081.0,25081.0,25081.0,25081.0,25081.0,25081.0,25081.0,25081.0,25081.0
INDUSTRIAL MATERIAL SUPPLIERS,51810.0,51810.0,41673.33,31536.67,21400.0,22262.5,23125.0,23987.5,24850.0
INDUSTRIAL MINERALS & REFRACTORIES,54600.0,54600.0,81658.0,108716.0,108716.0,108716.0,108716.0,108716.0,108716.0
INDWAY FURNITURE MANUFACTURING COMPANY PVT.LTD.,7720.0,17170.0,21334.5,25499.0,25499.0,25499.0,25499.0,25499.0,25499.0
INECS LIGHTS,3634.0,1185.0,2301.5,3418.0,3418.0,3418.0,3418.0,3418.0,3418.0
INFA STEEL TRADERS,4031000.0,4031000.0,4031000.0,4031000.0,4031000.0,4031000.0,1390000.0,1390000.0,1390000.0
INFINITY DESIGN CORP,872.0,872.0,872.0,872.0,872.0,872.0,872.0,872.0,872.0
INFINITY OPEN SOURCE SOLUTIONS,7140.0,7140.0,7140.0,7140.0,7140.0,7140.0,7140.0,7140.0,7140.0
INFOCARE SYSTEMS,780.0,780.0,11052.0,11052.0,11052.0,11052.0,11052.0,11052.0,11052.0
INFOPARK,38579.0,38579.0,38579.0,38579.0,38579.0,38579.0,38579.0,38579.0,38579.0
INFORCE COMPUTING(INDIA) PVT L,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0
INFOSYS LTD.,26433.0,5050.0,11226.0,11226.0,11226.0,11226.0,11226.0,11226.0,11226.0
INFRA ELEVATORS INDIA PVT LTD.,75041.0,272457.0,191339.0,93445.0,54571.5,15698.0,19033.33,22368.67,25704.0
INFRA LIGHT HOUSE,12312.0,12312.0,12312.0,12312.0,12312.0,12312.0,12312.0,12312.0,12312.0
INFRAMAT ALLOYS PVT LTD,251180.0,251180.0,251180.0,251180.0,251180.0,251180.0,251180.0,251180.0,251180.0
INFRATECH PIPING SYTEMS P. LTD.,331251.0,236426.0,187060.0,310538.0,283221.0,312012.0,312012.0,312012.0,312012.0
INHOME ASSOCIATES,3100.0,3100.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0
INI FARMS  P. LTD.,194248.0,194248.0,194248.0,194248.0,194248.0,194248.0,194248.0,194248.0,194248.0
INLAND EXIM INTERNATIONAL,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0,10100.0
INLINE CONTRACTING PRIVATE LIMITED,21879.0,21879.0,21879.0,21879.0,21879.0,21879.0,21879.0,21879.0,21879.0
INLITE FURNISHINGS PVT.LTD,44030.0,44030.0,44030.0,44030.0,44030.0,44030.0,44030.0,44030.0,44030.0
INNDOORZ,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0,1904.0
INNOVATIVE GLASS SOLUTIONS,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0
INNOVATIVE MARINE FOODS LTD.,24001.0,24000.8,24000.6,24000.4,24000.2,24000.0,24000.0,24000.0,24000.0
INNOVATIVE POLYMER COMPANY,400.0,400.0,400.0,41391.0,10194.0,18560.0,18560.0,18560.0,18560.0
INNOVATIVE SOLUTION,6036.0,6036.0,6036.0,6036.0,6036.0,6036.0,6036.0,6036.0,6036.0
INNOVATIVE TECHNOLOGIES,74434.0,74434.0,986849.0,465088.0,1340725.0,1228543.0,510253.0,348267.0,872820.0
INOX TUBES,204739.0,204739.0,204739.0,204739.0,204739.0,103350.0,99910.0,75000.0,50090.0
INSIGHT PRINT COMMUNICATIONS LTD. ,23660.0,23660.0,23660.0,23660.0,23660.0,23660.0,23660.0,23660.0,23660.0
INSIGHT TRADERS & SERVICES ,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0,1199.0
INSIGNIA BIOMEDICAL,120.0,1840.0,3560.0,10350.0,10350.0,10350.0,10350.0,10350.0,10350.0
INSITE EXPORT AND IMPORT TRADERS,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0,69000.0
INSPIRATION AND ANUBHAV SPA,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,35450.0
"INSPIRE M,ARKETING",5173.0,5173.0,5173.0,5173.0,5173.0,5173.0,5173.0,5173.0,5173.0
INSPIRED LIGHTING ELECTRICALS P. LTD.,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0
INSTAPURE IMPEX INDIA PVT LTD      ,2420.0,8645.0,14870.0,21095.0,27320.0,27320.0,27320.0,27320.0,27320.0
INSTAWUD EXTRUSIONS COMPANY,35810.0,35810.0,35810.0,35810.0,35810.0,45604.5,55399.0,83357.0,83357.0
INSTYLE CREATIONS,7620.0,7620.0,7620.0,7620.0,7620.0,7620.0,7620.0,7620.0,7620.0
INTEGRATED RUBIAN EXPORTS LTD.,434000.0,434000.0,434000.0,434000.0,434000.0,434000.0,434000.0,434000.0,434000.0
INTEGRUM RETAIL PRIVATE LIMITED,245197.0,245197.0,245197.0,245197.0,245197.0,245197.0,245197.0,245197.0,245197.0
INTENSE ASSOCIATES,80110.0,54500.0,54500.0,54500.0,54500.0,54500.0,54500.0,54500.0,54500.0
"INTENSE ASSOCIATES,",81450.0,81450.0,81450.0,81450.0,81450.0,81450.0,81450.0,81450.0,81450.0
INTERANATIONAL CARPETS COMPANY,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0
INTERCARE MANUFACTURERS P. LTD.,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0,57228.0
INTERCON WOOD INDUSTRIES,64690.0,37615.0,29388.33,21161.67,12935.0,12935.0,12935.0,12935.0,12935.0
INTERGLOBE HOTELS P. LTD.,441177.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0,3046.0
INTERGROW BRANDS LTD.,9950.0,9950.0,9950.0,9950.0,9950.0,9950.0,9600.0,9600.0,9600.0
INTERGROW FOODS AND BEVERAGES P. LTD.,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0
INTERMAS MARKETING CO.,7841.0,6091.0,14261.5,22432.0,22432.0,22432.0,22432.0,22432.0,22432.0
INTERNATIONAL DISPLAY SYSTEMS,106747.0,106747.0,106747.0,106747.0,76536.0,76536.0,76536.0,76536.0,76536.0
INTERNATIONAL FREEZE FISH EXPORTS,16654.0,81102.0,102538.0,123974.0,145410.0,121405.5,97401.0,73396.5,49392.0
INTERNATIONAL TIMBERS,30710.0,30710.0,30710.0,30710.0,30710.0,30710.0,30710.0,30710.0,30710.0
INTERNATIONAL TOURIST HOME,26524.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0
INTERPLAZE INDIA CREATIONS LLP,63508.0,63508.0,63508.0,63508.0,63508.0,63508.0,63508.0,63508.0,63508.0
INTERPRISE INNOCATION PROJECTS,27010.0,27010.0,24221.0,24221.0,24221.0,24221.0,24221.0,24221.0,24221.0
INTERSEA,58320.0,58320.0,42910.0,27500.0,27500.0,27500.0,27500.0,27500.0,27500.0
INTERSPAZE CREATIONS INDIA LLP,165385.0,165385.0,165385.0,165385.0,165385.0,165385.0,165385.0,165385.0,165385.0
INTERVOLK,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0
INTERWEIGHING P. LTD.,99312.0,99312.0,99312.0,99312.0,99312.0,99312.0,99312.0,99312.0,99312.0
INTERWUD TRADING COMPANY,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0
INTIMATE MACHINES P. LTD.,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
INTIMATE MULTY PLAST P. LT.D,76715.0,11313.0,11313.0,11313.0,11313.0,11313.0,11313.0,11313.0,11313.0
INVISER ENTERPRISES P.  LTD.,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0,8973.0
ION TECHNIQUES,953.0,953.0,953.0,953.0,953.0,953.0,953.0,953.0,953.0
ION TECHNOLOGIES,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0
IQRAA INTL. HOSPITAL & RESEARCH CENTRE,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
IR VENTURES P. LTD.,12910.0,12910.0,12910.0,12910.0,12910.0,12910.0,12910.0,12910.0,12910.0
IRCON INTERNATIONAL LTD,298674.0,298674.0,298674.0,298674.0,298674.0,298674.0,298674.0,298674.0,298674.0
IRENE TRADE LINKS,101838.0,101838.0,50413.0,50413.0,50413.0,50413.0,50413.0,50413.0,50413.0
IREX TYRES INDIA P. LTD.,120954.0,120954.0,120954.0,114117.0,107280.0,107280.0,107280.0,107280.0,107280.0
"IRINJALAKUDA DIOCESAN EDUCATIONAL TRUST,",58363.0,229522.0,229522.0,229522.0,229522.0,229522.0,229522.0,229522.0,229522.0
IRIS EXPORTS,14110.0,14110.0,14110.0,14110.0,14110.0,14110.0,14110.0,14110.0,14110.0
IRON INDIA TRADING COMPANY,15377.0,15377.0,15377.0,15377.0,15377.0,15377.0,15377.0,15377.0,15377.0
IRSHAD,10260.0,10260.0,10260.0,10260.0,10260.0,10260.0,10260.0,10260.0,10260.0
ISA TRADING IMPEX,25910.0,25910.0,25910.0,25910.0,25910.0,25910.0,25910.0,35990.0,35990.0
ISDC PROJECTS INDIA PRIVATE LIMITED,14320.0,14320.0,14320.0,14320.0,14320.0,14320.0,14320.0,14320.0,14320.0
ISHA HOLIDAYS P. LTD.,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0
ISHA K INTERNATIONAL,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0
ISHA ROOFINGS,165600.0,165600.0,165600.0,165600.0,165600.0,165600.0,165600.0,165600.0,165600.0
ISIS EXPORT P. LTD.,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0
ISMAIL ENTERPRISES,51820.0,51820.0,51820.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0
ISMAIL KINARULLA PARAMBATH,18550.0,18550.0,18550.0,18550.0,18550.0,18550.0,18550.0,18550.0,18550.0
ISRO,4650.0,1225.0,750.0,1956.67,3163.33,4370.0,6650.0,6650.0,6650.0
ISSGF INDIA P. LTD.,7965.0,7965.0,7965.0,7965.0,7965.0,4855.0,4509.0,4163.0,3817.0
ITALEX   DOORS                              ,15600.0,45690.0,39995.0,8170.0,8170.0,8170.0,8170.0,8170.0,8170.0
ITALEX SANITARY WARE,71125.0,71125.0,71125.0,157750.0,142650.0,92410.0,113725.0,56270.0,36646.0
ITALIO VENTURES,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0
ITI LTD.,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0,1819.0
ITL EXPORTS,101254.0,101254.0,101254.0,101254.0,101254.0,101254.0,101254.0,101254.0,101254.0
ITTALIO VENTURES,16155.0,16155.0,16155.0,16155.0,16155.0,16155.0,16155.0,16155.0,16155.0
ITTEERAS PLASTICS,38500.0,38500.0,19000.0,43075.0,67150.0,91225.0,115300.0,19000.0,19000.0
IVO TRADING IVO TRADERS,11290.0,11290.0,11290.0,11290.0,11290.0,11290.0,11290.0,11290.0,11290.0
IZZI TRADING,41075.0,41075.0,41075.0,41075.0,41075.0,41075.0,41075.0,41075.0,41075.0
J & B AGENCIES,10275.0,11624.0,11236.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0
J & B INTERNATIONAL,402310.0,402310.0,402310.0,402310.0,402310.0,193500.0,210700.0,304000.0,304000.0
J & G HOSPITAL SUPPLIES,16868.0,16868.0,4042.0,4042.0,4042.0,4042.0,4042.0,4042.0,4042.0
J & J HARDWARES ANDSANIWARES ,54812.0,54812.0,54812.0,54812.0,54812.0,54812.0,54812.0,54812.0,54812.0
J & J INTERNATIONAL,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0
J & J LEATHER ENTERPRISES (P) LTD.,3759.0,3759.0,3759.0,3759.0,3759.0,3759.0,3759.0,3759.0,3759.0
J & J PIGMENTS,28850.0,28850.0,28850.0,28850.0,52780.0,27858.0,73644.0,143600.0,74344.0
J & J TIMBERS,761872.0,740867.0,40358.0,40358.0,40358.0,40358.0,40358.0,40358.0,40358.0
J & K TEXTILES,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0
J & R ASSOCIATES,21050.0,21050.0,21050.0,21050.0,21050.0,21050.0,21050.0,21050.0,21050.0
J & T EXPORTS,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0
J A K ,26204.0,26204.0,26204.0,26204.0,11102.0,11102.0,11102.0,11102.0,11102.0
J AND K POLYMERS,25100.0,25100.0,25100.0,25100.0,25100.0,34172.0,68344.0,34180.0,34180.0
J B L TIMBER INDUSTRIES,134554.0,27381.0,27381.0,27381.0,27381.0,27381.0,27381.0,27381.0,27381.0
J C DRESS LANDS ,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
J J INTERNATIONAL,4900.0,5613.33,6326.67,7040.0,11960.0,11960.0,11960.0,11960.0,11960.0
J M S BRUSH MATS,7330.0,7330.0,7330.0,7330.0,7330.0,14695.0,22060.0,10700.0,10700.0
J. ARC COMMUNICATION & POWER,1774.0,1774.0,3566.0,2564.0,1497.0,1497.0,1497.0,1497.0,1497.0
J. ARC COMMUNICATION & POWER ,2211.0,1409.0,1456.0,1456.0,1456.0,1456.0,1456.0,1456.0,1456.0
J. LAWRENCE PRO AUDIO EQUIPMENTS,17590.0,20461.0,47765.0,36760.0,36116.0,2930.0,5960.0,7040.0,7040.0
J. P. ESSENTIALS EXPORT INDIA P. LTD.,187846.0,118531.0,132943.0,65296.0,37644.0,41388.0,13280.0,17483.5,21687.0
J.B. ENTERPRISES,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0
J.B. INDUSTRIES,15990.0,15990.0,15990.0,15990.0,15990.0,15990.0,15990.0,15990.0,15990.0
J.B. INTERNATIONAL,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0
J.B. MACHINERIES & TOOLS,3810.0,3810.0,3810.0,3810.0,3810.0,3810.0,3810.0,3810.0,3810.0
J.B. PAPER TRADE,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
J.B. TRADERS,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,474650.0
J.C. GROUP,40757.0,40757.0,40757.0,40757.0,40757.0,40757.0,40757.0,40757.0,40757.0
J.C. PIGMENTS P. LTD.,43586.0,43586.0,43586.0,43586.0,43586.0,43586.0,43586.0,43586.0,43586.0
J.E. ENGINEERING,49090.0,49090.0,45101.2,41112.4,37123.6,33134.8,29146.0,19573.0,10000.0
J.E. TIMES,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0
J.G. INDUSTRIES,6967.0,6967.0,6967.0,6967.0,6967.0,6967.0,6967.0,6967.0,6967.0
J.J. & COMPANY,280420.0,280420.0,280420.0,280420.0,280420.0,280420.0,280420.0,280420.0,280420.0
J.J. CRUSHER,2220.0,2220.0,2220.0,2220.0,2220.0,2220.0,2220.0,2220.0,2220.0
J.J. FOODS,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0
J.J. GOLD WORKS,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
J.J. IMPLANTS,4260.0,4260.0,7555.0,10850.0,10850.0,10850.0,10850.0,10850.0,10850.0
J.J. METALS,55276.0,55276.0,55276.0,55276.0,49802.8,44329.6,38856.4,33383.2,27910.0
J.J. ORTHODONTICS P. LTD.,957.0,957.0,995.0,1033.0,1387.25,1741.5,2095.75,2450.0,2450.0
J.J. PERFUMES INTERNATIONAL,16615.0,16615.0,77479.0,75208.0,29879.0,33507.0,27844.0,27844.0,27844.0
J.J. PLYWOODS AND BOARDS,27000.0,27000.0,109000.0,28000.0,51795.0,50141.0,50000.0,46004.0,41775.0
J.J. POWER TOOLS,45159.0,45159.0,45159.0,45159.0,45159.0,45159.0,40810.0,56644.0,78837.0
J.J. STEELS,26240.0,26240.0,270922.0,587700.0,1249016.0,246151.0,1396927.0,768354.0,690732.0
J.J. TRADERS,26686.0,26686.0,26686.0,26686.0,26686.0,26686.0,26686.0,26686.0,26686.0
J.K. CEMENT LTD.,17724080.0,17724080.0,17724080.0,17724080.0,17724080.0,16565900.0,15232000.0,14918400.0,16492000.0
J.K. EXPORTERS & IMPORTERS,13998.0,13998.0,13038.67,12079.33,11120.0,11120.0,11120.0,11120.0,11120.0
J.K. FARM,6020.0,6020.0,6020.0,6020.0,6020.0,6020.0,6020.0,6020.0,6020.0
J.K. HYDRAULICS PORTABLE PUNCHING MACHINE MANUFAC,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0
J.K. IMPEX,7604.0,7604.0,7604.0,7604.0,7604.0,7604.0,7604.0,7604.0,7604.0
J.K. MACHINES,12843.0,12843.0,12843.0,12843.0,12843.0,12843.0,12843.0,12843.0,12843.0
J.K. SPECIALITY,220942.0,328445.0,175729.0,294300.0,294300.0,294300.0,294300.0,294300.0,294300.0
J.K. TRADERS,167604.0,167604.0,167604.0,167604.0,744105.0,1243935.0,1597225.0,1347212.0,1347212.0
J.K. TYRE INDUSTRIES LTD.,95115.0,95115.0,95115.0,95115.0,95115.0,95115.0,95115.0,95115.0,95115.0
J.K.H. FRUITS,237036.0,237036.0,731062.0,556578.0,291760.0,100928.0,100928.0,100928.0,100928.0
J.L. HOTELS P. LTD.,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
J.M. LIFE STYLE  INTERIORS & BUILDERS P. LTD.,463637.0,463637.0,463637.0,539667.0,4080.0,5062.0,15720.0,27853.0,15060.0
J.M. SONS,104322.0,104322.0,104322.0,104322.0,104322.0,104322.0,104322.0,104322.0,104322.0
J.M. TRADING CORPORATION,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0,28120.0
J.M.J. INTERNATIONAL,12742.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0
J.P. AGENCIES,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0
J.P. ENGINEERING,24255.0,24255.0,24255.0,24255.0,24255.0,24255.0,24255.0,24255.0,24255.0
J.R. ASSOCIATES,595274.0,595274.0,595274.0,595274.0,595274.0,595274.0,595274.0,595274.0,595274.0
J.R. METALS,896899.0,896899.0,896899.0,896899.0,1027047.0,678657.0,789518.0,576161.0,662844.0
J.R. RUBBER INDUSTRIES,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0,3198.0
J.R. SONS,51266.0,51266.0,23920.0,47399.0,29819.5,12240.0,26610.0,110940.0,27170.0
J.R. TECHNO PRODUCTS,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
J.S. CREATIONS,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0
J.S. TRADING COMPANY,106205.0,72906.0,90464.0,33682.0,19230.0,17486.67,15743.33,14000.0,14000.0
J.V. GOKAL AND CO. P. LTD.,11505.0,11505.0,11505.0,11505.0,11505.0,11505.0,11505.0,11505.0,11505.0
JAAS TRADING,20850.0,20850.0,20850.0,42160.0,42160.0,42160.0,42160.0,42160.0,42160.0
JABBOK IMPEX PRIVATE LIMITED,45278.0,36993.5,28709.0,20424.5,12140.0,12140.0,12140.0,12140.0,12140.0
JACK IMPORTS EXPORTS INTERNATIONAL,34530.0,34530.0,34530.0,1778.0,1778.0,1778.0,1778.0,1778.0,1778.0
JACOB & RICHARD INTERNATIONAL PRIVATE LTD,1794.0,1794.0,1794.0,1794.0,1794.0,1794.0,1794.0,1794.0,1794.0
JACOB ANTONY,14930.0,14930.0,9290.0,3650.0,3778.8,3907.6,4036.4,4165.2,4294.0
JACOBI CARBONS INDIA PVT LTD,50850.0,50850.0,50850.0,50850.0,50850.0,50850.0,50850.0,50850.0,50850.0
JACOBS ROCK SAND,4015.0,4015.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
JACSONS FURNITURE P. LTD.,4062.0,33674.0,17222.0,10066.0,2910.0,2910.0,2910.0,2910.0,2910.0
JAGS IMPEX,2142.0,2142.0,2142.0,2142.0,2142.0,2142.0,2142.0,2142.0,2142.0
JAI BHARATH WOOD CRAFTS,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0
JAI KRISHNA HOTEL (INDIA) PRIVATE LIMITED,25820.0,25820.0,25820.0,25820.0,25820.0,25820.0,25820.0,25820.0,25820.0
JAI MATADI MARKETING,56000.0,56000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0,82000.0
JAI MURUGAN ENTERPRISES,94530.0,94530.0,94530.0,94530.0,94530.0,94530.0,94530.0,94530.0,94530.0
JAI POLYMER,4875.0,12093.0,11245.0,11245.0,11245.0,11245.0,11245.0,11245.0,11245.0
JAI WORLD EXPORTS,21414.0,24166.0,61208.0,51432.0,70747.0,15825.0,15825.0,15825.0,15825.0
JAIHIND ALUMINIUM TRADERS,175166.0,175166.0,175166.0,175166.0,175166.0,718879.0,464515.0,208441.0,208441.0
JAIHIND GENERAL TRADING COMPANY,135800.0,135800.0,264662.0,188690.0,51090.0,51090.0,51090.0,51090.0,51090.0
JAIHIND INTERNATIONAL,1512980.0,795460.0,678805.0,167350.0,167350.0,167350.0,167350.0,167350.0,167350.0
JAIHIND STEEL P. LTD.,14339565.0,14339565.0,14339565.0,14339565.0,14339565.0,14339565.0,5867934.0,6033640.0,40300252.0
JAIHIND TRADERS,16994167.0,31920074.0,45816128.0,67254769.0,56910959.0,27179579.0,27179579.0,27179579.0,27179579.0
JAIHIND TUBES P. LTD.,41940.0,41940.0,41940.0,41940.0,41940.0,41940.0,41940.0,41940.0,41940.0
JAIJITH IMPEX,91399.0,91399.0,35202.0,35202.0,35202.0,35202.0,35202.0,35202.0,35202.0
JAIN IRRIGATION SYSTEMS LTD.,427320.0,444292.5,461265.0,313957.5,166650.0,166650.0,166650.0,166650.0,166650.0
JAIN TIMPLY LLP,51070.0,51070.0,51070.0,51070.0,51070.0,71260.0,71260.0,71260.0,71260.0
JAIN WIRE NETTING CORPORATION,19213.0,30691.5,42170.0,48584.33,54998.67,61413.0,52150.0,53621.0,53621.0
JAKES HOME INTERIOR SOLUTIONS P. LTD.,3125.0,3125.0,6210.0,6210.0,6210.0,6210.0,6210.0,6210.0,6210.0
JAKES SNACKS AND FOODS PVT LTD  ,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
JAKSON LTD.,33898.0,33898.0,33898.0,33898.0,33898.0,33898.0,33898.0,33898.0,33898.0
JALALIA CASHEWS,489225.0,489225.0,489225.0,489225.0,489225.0,489225.0,489225.0,489225.0,489225.0
JALARAMS,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0
JALK ELECTRICAL ENTERPRISES,5998.0,5998.0,5998.0,5998.0,5998.0,5998.0,5998.0,5998.0,5998.0
JAM JOOM PLAZA P. LTD.,7980.0,7980.0,7980.0,31520.0,31520.0,31520.0,31520.0,31520.0,31520.0
JAMEELA PANELS & VENEERS P. LTD.,257434.0,3945.0,493290.0,289083.0,344648.5,400214.0,147078.0,329715.0,329715.0
JAMEELA WOOD INDUSTRIES,61285.0,46041.0,46041.0,46041.0,46041.0,46041.0,46041.0,46041.0,46041.0
JAMUNA MAHANIRMAN P. LTD.,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0
JANA AGENCIES AND INDUSTRIES,51575.0,51575.0,51575.0,51575.0,51575.0,51575.0,51575.0,51575.0,51575.0
JANATA PAPER MART,39381.0,39381.0,91540.0,91435.0,91435.0,91435.0,91435.0,91435.0,91435.0
